"label";"review"
"OR";"I have used about three-fourths of a jar (possibly purchased elsewhere). It now has a fairly strong smell of paint thinner, or something similar, when I open the jar. It is not labeled as organic. Perhaps that odor is pesticide."
"OR";"My two ""boys"" are crazy for these and bat them up and down a 50 ft. hallway for extended periods. Most balls lose their interest quickly! There's something in the design that attracts them so much that they even share a ball:-)"
"OR";"It does what I intended.  It has a heavy rubber smell that is slow to dissipate. It helps but I sweat so much that I am not sold that it really helps my situation.  My eyes do not burn anymore and I guess I should be happy with that."
"OR";"Another excellent book about Jess Williams. The books are to short and need to be longer. I'm not very happy about the price increase for a short read."
"OR";"These are the only pet blankets we will use for our dogs. They absolutely LOVE, & I mean LOVE these blankets! I am grateful to the other reviewer's here, as they were quite helpful to me. My dogs thank them too ;-)

They are very soft, one side smooth and soft, & the other side... soft Sherpa warmth"
"OR";"This dear man could well be the hope of a hurting nation. I expect to see him rise to a position of considerable power and influence. The book details his struggles and victories. He shows us all that we only have the limitations we place upon ourselves."
"OR";"Wow, what a great little flashlight that packs a punch.  This thing is way brighter than my LED flashlight with 4 LED's and I love the adjustable spotlight.  It puts out a nice big round spotlight depending how near or far you are."
"OR";"I liked better the other ones.  All Access and Broken Sound were far better!  This one has a lot of loose ends and it's not really as good as the others."
"OR";"This is great!  My hubby can have a little bit of the nerd in him in the kitchen without me going crazy.  It's a fun little decor that doesn't take up too much room."
"OR";"The basket is a nice heavyweight stainless steel and seems to be just what I needed. The vegetable peeler also seems to be of nice quality.
The follow - up service was good too."
"OR";"I am a big Beatles fan but always had mixed feelings about John. He was obviously a great musician and showman. His Imagine album is wonderful, and his plea for peace in the title song is downright anthemic for the peace movement. He truly believed in love; his favorite lyric was ""All you need is lo"
"OR";"I read reviews before ordering so I knew it would be small. I'm normally a small/medium 5'9"" so I order a XL and it fits almost too small after washing"
"OR";"a good book, interesting story, kept my interest.  nothing exceptional, just a good, solid read.  I would recommend this book"
"OR";"Delivery Man... cute idea, ok script, still yet another Vince Vaughn movie,  If you like his acting is worth watching ONCE...  Predictable Hollywood box office hail mary pass"
"OR";"I thought this DVD slightly below an average National Geographic video once there is more personal dramas than scienfic information. However I was moved by the story of a teacher with a brain tumor and his family anxiety."
"OR";"best rice cooker ever. simple to use like 4 button simple. can make rice that stays fresh for a while with a keep warm feature."
"OR";"I love these! They are about 1/2 inch too big. I ordered a women's 8 (my regular size). There wasn't an option for 7.5 so just going to stick with them. The color is a sky blue as shown. I'm going to wear them for my wedding. Sooo cute."
"OR";"Totally cool trick scooter. My 10 year old adores it and rides it almost every day! It's light but sturdy and does tricks like a breeze!"
"OR";"Nice design.  Opticall and mechanically, it works.  It is easy to attach and position on my iPhone and the optics are sharp.  If I were goingb to suggest a change,mit would be fo bayonet rather than screw-threads to connect the parts for faster setup."
"OR";"Great bra for the money. will buy again. Although I don't feel any ""gel"" in the strap. it is easier on the shoulders. I have fibromyalgia. ANY help with my left shoulder is a win, win for me!!  I also can't wear underwires, so it's a really good bra, for me."
